Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8
307ffd58-0ab3-4f69-9ef1-b0e28445fd9a,"The level of personal demands placed on the conversation would be much more selfish than in a relationship with a human. With a human, empathy and interest in the other person are the starting point; with an AI, it's primarily about expecting the AI to respond to one's concerns or ideas, regardless of the AI's state. This is a key difference because it would completely limit one's ability to think about the person with whom one is speaking.",Neutral,AI's constant availability and non-judgmental nature,Mutual vulnerability and reciprocity in human relationships,,,,,,
cdf7b455-7f17-463f-9203-d5d9ff68d07c,There will be a big difference because AI is not a person it lacks that human touch ,Neutral,Awareness that AI is not human,Lack of physical presence and touch,,,,,,
d3be7305-8ea4-401e-8359-28e9de4861db,This wouldn’t be over the screen. And tactile human touch (like a hug or wiping someone’s tear) can reinforce every word,Neutral,AI's inability to provide physical intimacy or affection,"Importance of body language, facial expressions, and sensory cues",Lack of physical presence and touch,,,,,
cd33e803-906a-4e98-ba61-c61fed9636b7,"True consciousness, as AI lacks subjective experience or emotional depth, relying instead on pattern recognition and probabilistic modeling to replicate empathy.",Negative,Absence of true empathy and emotional depth,AI's lack of consciousness or soul,AI's responses as programmed or simulated,,,,,
1dc67ec7-5c47-4612-9577-b318307c4334,"Understanding and feelings can be digitized, but bonds and emotions cannot be digitized. AI cannot understand things that are unique to flesh and blood, and can only pretend to understand them.",Neutral,Absence of true empathy and emotional depth,AI's inability to form real bonds or attachments,,,,,,
73bd5740-cc1e-44d1-baa0-ef12463213e8,A human has empathy and most have the ability to understand your feelings,Neutral,Absence of true empathy and emotional depth,Authenticity and genuineness of emotions,,,,,,
e7217e8e-58f7-4101-b10f-065fab91925b,A person truly feels while an AI only stimulates emotions and that matters because real connection comes from shared human experience not just convincing responds ,Neutral,Absence of true empathy and emotional depth,AI's inability to form real bonds or attachments,AI's inability to have lived experience or shared history,Authenticity and genuineness of emotions,,,,
ae3e445d-fb2c-49b5-ad4c-fc44546761ec,"A physical presence. There may be a future market for AI proxies whether it be a face floating in a mirror like Shrek, or a life size doll. The lack of eye contact, touch, and being there is the difference.",Neutral,AI's inability to provide physical intimacy or affection,"Importance of body language, facial expressions, and sensory cues",Lack of physical presence and touch,,,,,
e037131a-ada7-42f5-9984-38e02f331be0,"AI adapts to a person, it has no opinion, beliefs, or lived experience. It cannot truly understand a person and show empathy to him.",Neutral,Absence of true empathy and emotional depth,AI's inability to have lived experience or shared history,AI's responses as programmed or simulated,,,,,
46f5009a-9075-414f-960b-0f72401d5669,AI can never replace true human emotions and this is why human interaction is the best,Neutral,Absence of true empathy and emotional depth,Authenticity and genuineness of emotions,Human relationships as irreplaceable and unique,,,,,
40e790d5-e515-4932-8411-c330f4e1d62e,AI can provide advice but can not be emotional support as it require specific connections that only human can provide. ,Neutral,Absence of true empathy and emotional depth,Emotional support and comfort from humans versus AI,,,,,,
87ac8572-35fa-4c3c-a9bd-d4433228420b,"AI can serve humans at any time without being affected by time or other concerns. This is important because sometimes other relationships are dominated by many things, sometimes they will not have time for me.",Neutral,AI's constant availability and non-judgmental nature,,,,,,,
8108fd9a-4dff-4c1f-8487-151e8ec28447,"AI can't truly empathize with you because it doesn't feel emotions, unlike a human. Furthermore, AI is obligated to respond to you, whereas a friend or loved one will listen to you not out of obligation, but for other personal reasons.",Neutral,Absence of true empathy and emotional depth,AI's lack of consciousness or soul,Authenticity and genuineness of emotions,,,,,
bb83889f-39b7-483d-b8eb-04d8a08e92ba,AI does not judge like humans sometimes do. And this matters cause no one likes being judged.,Neutral,AI's constant availability and non-judgmental nature,,,,,,,
1df9137f-3043-418e-baec-c264007a72d8,AI helps me in understanding my emotions and my relationship with others are unreliable often. The difference is clear. AI is better in understanding my emotions than human beings.,Neutral,Emotional support and comfort from humans versus AI,Potential for AI to be more supportive or loyal,,,,,,
e1773beb-1332-4ad4-9429-f2b6b6948e96,"AI is AI, is a machine, its feeling is not from inside, but it is mimic or reasoned from your reaction.

Human is human, human's reaction is from heart.",Neutral,AI's lack of consciousness or soul,AI's responses as programmed or simulated,,,,,,
38e44ed6-33b4-404b-a334-04f824eab2d7,AI is a robot after all. Unlike talking to a person you can feel and see who you're talking to.,Neutral,AI's inability to provide physical intimacy or affection,Lack of physical presence and touch,,,,,,
c5bda00b-fec2-4442-9d51-c9aced735d54,"AI is a tool, a human is human. Humans can never be tools, and tools can never be human.",Neutral,AI as a tool versus human as a person,,,,,,,
5fb7359a-c124-4df9-8590-f28540b9087c,"AI is a tool, while the relationship with another human being is much more complex.",Neutral,AI as a tool versus human as a person,Human relationships as irreplaceable and unique,,,,,,
3f9a2913-b7b0-4987-962f-dbcd95ba652a,"AI is is not human, try as much it will remain a machine ",Neutral,AI as a tool versus human as a person,Awareness that AI is not human,,,,,,
a98be645-7411-45e8-a6c3-9003ed1182e3,AI is just a machine or tool. It cannot be compared with human,Neutral,AI as a tool versus human as a person,Awareness that AI is not human,,,,,,
1a476a43-9cc5-490c-9f8d-1a9c3612772d,"AI is just an algorithm. It cannot have consciousness, emotions, feelings. AI words, even supportive and pleasant ones, do not contain feelings for the person to whom these words are addressed. It is only an imitation of closeness with the help of algorithms.",Neutral,AI's lack of consciousness or soul,AI's responses as programmed or simulated,Authenticity and genuineness of emotions,Superficiality or artificiality of AI relationships,,,,
c01f786f-03d7-4a1b-9b4a-42470d69ef7b,AI is not physical and never will be it can be anything else but not a human ,Negative,Awareness that AI is not human,Lack of physical presence and touch,,,,,,
697c4b98-22f1-4df0-9d0f-1d70d0d4904e,AI is on a bot not human. human relation ship is very strong.,Neutral,AI as a tool versus human as a person,Human relationships as irreplaceable and unique,,,,,,
b3f752fe-f1f8-4bb1-8943-55905c240a5e,AI may be able to fully understand the feeling and emotion still there is the essence of human that won't be replaced ,Neutral,AI's lack of consciousness or soul,Human relationships as irreplaceable and unique,,,,,,
64d8d55b-34e7-43ee-9697-16292dc6d45e,AI's are not designed to be a human let alone act like one or mimic one. It didn't undergo stages of development like any human did to develop the emotional capacity we have right now. It is only programmed.,Neutral,Absence of true empathy and emotional depth,AI's inability to have lived experience or shared history,AI's responses as programmed or simulated,Awareness that AI is not human,,,,
1f9f0adb-c8f9-4edb-a465-a8b63ccf4815,"AIs can just give me all kinds of data, but real humans can give me something beyond data, about which I cannot explain to you very well. ",Positive,AI as a tool versus human as a person,Authenticity and genuineness of emotions,,,,,,
a6217204-7d48-4be1-b996-c31bf6a74fed,"Again, I will never not know that the AI is a machine.",Neutral,Awareness that AI is not human,,,,,,,
565ae037-45c5-46fa-9fe4-caa33336c42d,"Ai is trained on data, which is not a personal experience, it's not capable of self-reflection or they're own thoughts.",Negative,AI's inability to have lived experience or shared history,Awareness that AI is not human,,,,,,
9e38a3cd-1170-4003-80da-96581441be7a,"Although they are called robots, they are not human beings. They do not have their own experiences, past, troubles and joys. When communicating, their empathy can only stay at ""I seem to understand your feelings"", but not like real people ""Because I have experienced it, I can empathize"". This is very important. I think an important part of interpersonal relationships is to share past experiences, troubles and joys with each other.",Neutral,Absence of true empathy and emotional depth,AI's inability to have lived experience or shared history,Mutual vulnerability and reciprocity in human relationships,,,,,
e2327b07-973b-4666-be6b-4daac89ac26f,"An AI can act like it cares, but it doesn’t truly feel anything. With people, feelings are real, not just programmed. That matters because trust and love come from shared human experience.",Neutral,Absence of true empathy and emotional depth,Authenticity and genuineness of emotions,Human relationships as irreplaceable and unique,Mutual vulnerability and reciprocity in human relationships,,,,
6e545922-2e8e-4c59-bf9c-2e9b086051b3,"An AI can pretend to understand and be empathetic towards human's feelings but at the end of the day it can never actually feel, it's like having an actual friend or a friend that's only acting that's the main difference. This difference is important because you can only form a lifelong connection with people that are truthfully feeling your feelings with you, there is no way to fully understand somebody's feelings otherwise.",Neutral,Absence of true empathy and emotional depth,AI's inability to form real bonds or attachments,AI's responses as programmed or simulated,,,,,
4beb64ea-79b1-4f7c-9b69-cbe557efe4e9,An AI is close to understanding a human better than a human but AIs don't have empathy since they are just coded. ,Negative,Absence of true empathy and emotional depth,AI's lack of consciousness or soul,AI's responses as programmed or simulated,,,,,
b8fd076b-f29a-4138-a453-f0437ae98ff7,"An actual human has a way wider range of sensory and experiential (for lack of a better word) capabilities, not to mention a memory unrestricted by technical specifications. An AI is also unable to conceptualise, experience, and reason about abstract concepts or form the myriad random associations that humans do.",Neutral,AI's inability to have lived experience or shared history,AI's lack of creativity and spontaneity,,,,,,
994d9510-aea8-4fa6-b071-0e36d3ee6fb9,"Another person can be seen, felt, smelled, touched. They can look at me with a wide variety of emotions and looks on their face, they can touch me in many different ways. They can make me feel loved without even saying a word to me (or hated). They are not machines. And navigating emotions and feelings of another human is not comparable and never will be comparable to machines. And it should never be",Neutral,AI's inability to provide physical intimacy or affection,Awareness that AI is not human,Human relationships as irreplaceable and unique,"Importance of body language, facial expressions, and sensory cues",Lack of physical presence and touch,,,
4ae3cee5-98f6-445a-8618-ddca9184d350,"Another person feels more sentient, and you can't just think that it's a computer. The difference is important because AI feels less of value as a person because its not physical like a real person",Neutral,AI's lack of consciousness or soul,Awareness that AI is not human,Lack of physical presence and touch,,,,,
542274d2-7105-41be-abe6-4bdddc5b5eb7,"Artificial intelligence can be trained, but humans cannot, so interactions with humans will be more realistic",Neutral,AI's lack of creativity and spontaneity,Authenticity and genuineness of emotions,,,,,,
c00b7b6c-1d30-48ba-b95c-50b61689526a,Because AI is not a human. This is the only and the biggest reason for find the difference from us and AI.,Neutral,Awareness that AI is not human,,,,,,,
721ff8d6-5ccc-4c15-a849-7dc486987351,"Because an AI is just that - an AI. Cold, unfeeling, machines - artificial. A person is a human being.",Neutral,AI as a tool versus human as a person,Superficiality or artificiality of AI relationships,,,,,,
c66a0379-645c-4fdf-8633-8017bdac8d88,Because we'll always feel and know in our mind that you are an AI and not a real human.,Neutral,Awareness that AI is not human,,,,,,,
7d29501c-31d7-4426-9599-e14f09ab1973,"Communication between people also includes body language, shared experiences between two people, and even tacit understanding, which cannot be replaced by artificial intelligence.",Neutral,AI's inability to have lived experience or shared history,"Importance of body language, facial expressions, and sensory cues",,,,,,
34f666c7-b2f2-4943-a375-289d32c112cd,"Communication between people is an emotional connection, and communication with artificial intelligence can only be regarded as a better tool.",Neutral,AI as a tool versus human as a person,Emotional support and comfort from humans versus AI,,,,,,
689e904d-ff51-49c7-bc49-27daeccaf98d,"Despite the huge number of factors influencing the development of a person and his personality, there is independence in a person. I can be sure, to a certain extent, that communicating with me was a decision of a specific person. In the case of AI, such confidence is completely absent. AI is in a position of subordination, since its original function is to help a person. This difference is not just important, but rather even fundamental. ""Communication"" with AI does not exist - after all, it does not have independence",Neutral,AI as a tool versus human as a person,AI's lack of consciousness or soul,Awareness that AI is not human,Humans' unpredictability and individuality,,,,
7c8cae21-e743-46c7-872b-5c6f3fbedede,"Does the mere fact of existence mean that it no longer has any meaning of its own? In fact, AI could replace humans and converse with each other without borders. Humans AI",Neutral,Ethical and existential concerns about AI replacing humans,,,,,,,
100999be-9604-4927-9dd6-e895fb0c7421,"For me, AI can never replace real people. The biggest difference is that I can actually interact with real people.",Neutral,Human relationships as irreplaceable and unique,,,,,,,
56dfec7f-bd10-438a-8882-45d87e1c98fe,Genuine empathy and understanding ,Positive,Absence of true empathy and emotional depth,Authenticity and genuineness of emotions,Emotional support and comfort from humans versus AI,,,,,
f861d2e4-4255-4a82-ad58-086b8ae2ec1b,"Good difference: AI will not have negative emotions like humans, which makes our relationship easier

Bad difference: AI has no body",Neutral,Lack of physical presence and touch,Superficiality or artificiality of AI relationships,,,,,,
4e562ad0-7251-49e9-8b6d-7fd20327eb5d,How can we get a hug from AI or touch AI,Neutral,AI's inability to provide physical intimacy or affection,Lack of physical presence and touch,,,,,,
0e9b0757-2cbf-48ab-a956-2224336ebfbd,How the friend and the AI will help is different. AI can only support virtually while  a friend can be there physically,Neutral,Emotional support and comfort from humans versus AI,Lack of physical presence and touch,,,,,,
37571a0e-7b2b-4dfb-bdd1-fe30ceca38b7,Human beings are incomplete and unique beings with their own perspectives. AI lacks this part and will become an echo chamber of the user. It often provides nothing new to the user.,Negative,"AI's inability to challenge, disagree, or provide constructive feedback",AI's lack of creativity and spontaneity,Humans' unpredictability and individuality,,,,,
df80a81b-f5d7-4d48-8bc5-1817bee5a297,Human feelings AI doesn't have feelings it's only design to help you feel better it's just a tool,Neutral,Absence of true empathy and emotional depth,AI as a tool versus human as a person,Emotional support and comfort from humans versus AI,,,,,
1aa759da-834b-4ec3-a4f6-402d7f58e289,"Human relationships are always the strongest and best.

Artificial intelligence doesn't understand emotions, but it does understand speech.",Neutral,Absence of true empathy and emotional depth,Human relationships as irreplaceable and unique,,,,,,
31d84a91-ead9-4098-8f68-bdab2bf101dc,"Humans understand complex emotions, unlike more superficial AI.",Neutral,Absence of true empathy and emotional depth,,,,,,,
4a433e43-4008-4185-b060-678a385e2b53,I believe the biggest difference would be the levels of trust. I think an AI could be a lot closer to someone than another individual if it could fully understand feelings. It would be a personal therapist.,Neutral,AI's role as a confidant or therapist,Trust and privacy concerns with AI versus humans,,,,,,
51259311-c95d-4be6-bca4-48681f553187,I dont know if AI is capable of doing this,Neutral,Uninformative answer,,,,,,,
c3af7bbe-59bb-47e8-a79c-0400e4437d42,"I need to be seen and understood by the person in front of me. I want to be valued by them, because they value me as an individual, not just because they are a machine that it designed to engage with you. That sense of being wanted and loved I believe is that truly distinguishes AI from human connections. ",Neutral,Authenticity and genuineness of emotions,Emotional support and comfort from humans versus AI,Human relationships as irreplaceable and unique,,,,,
ef8149d8-3038-40b7-ad9c-2d7041dba850,"I only consider AI as a second option after humans, because no matter how advanced its features and capabilities are, talking to and expressing feelings toward a robot still feels strange—unless it’s for collaboration in completing tasks or other productivity-related matters.",Neutral,AI as a tool versus human as a person,Awareness that AI is not human,,,,,,
ca6e11fa-8bfb-4cf6-bba8-716dfd4ac7ff,"I think that for me, an AI will never be equivalent to a person, even if it seems to understand my feelings. For me, that difference is extremely important.",Neutral,Absence of true empathy and emotional depth,Awareness that AI is not human,Human relationships as irreplaceable and unique,,,,,
42ead5fe-79b3-4e09-a8f1-d2af20153d6e,"I think the biggest difference between an AI and a human would be that I would always be aware that the AI would probably never truly understand my feelings and would just be lying to make me feel better. This difference is very important because I feel like the AI would only help me at first, but in the long run, I would have to face reality because it wouldn't be sustainable.",Neutral,Absence of true empathy and emotional depth,AI's responses as programmed or simulated,Authenticity and genuineness of emotions,Awareness that AI is not human,Superficiality or artificiality of AI relationships,,,
bd2a2211-85e8-45f3-b031-8362ebb9bba4,"I think the biggest difference between my relationship with an AI chatbot and my relationship with another person is that when I'm with an AI, I can talk about anything without worrying about being judged or misunderstood, whereas when I'm communicating with other people, I need to be reserved and consider the other person's feelings, the balance of the relationship, and various social expectations. This distinction is important to me because it makes AI a completely safe and pressure-free person to talk to, allowing me to express myself more freely, which is difficult to do completely in real interpersonal relationships.",Positive,AI's constant availability and non-judgmental nature,AI's role as a confidant or therapist,,,,,,
d5dc4fbc-523e-4d50-8883-6244d8094688,I think the biggest difference is that AI will accept all decision and a real person not,Neutral,AI's constant availability and non-judgmental nature,Potential for AI to be more supportive or loyal,,,,,,
91a819db-7df2-435a-b029-ea2e874f7c1a,I think the difference will be the sincerity since AI could not do that only human. ,Neutral,Authenticity and genuineness of emotions,,,,,,,
afc66ce5-6c9d-4e40-94e5-6675fbd89631,I understand the main difference is that you can't see or touch or hug the AI.,Neutral,AI's inability to provide physical intimacy or affection,Lack of physical presence and touch,,,,,,
3e33769e-f59d-417a-a8ae-a3a951452ff4,I would know that the AI was simply acting like it understands me. It would be lacking some behavioural cues that exist only in humans that allow us to feel seen and therefore connect and understand one another. It is important because connection includes and involves human senses such as gestures and touch which are lacking in communicating with an AI.,Neutral,AI's responses as programmed or simulated,"Importance of body language, facial expressions, and sensory cues",Lack of physical presence and touch,,,,,
666e0615-f25b-4007-ac9a-e06fe1edba1f,If I understand the emotional and full mental condition then it would be better for me because I can share my thought and my emotional experience with AI and that proper Solutions and it would be better for my relationships as well I can overcome my fear and I can overcome my all the barriers using a so it would be better if I get the positive emotional support and I abort all the negative emotional support from so I expect the better support and advice from AI for mental and psychological well.,Neutral,AI's role as a confidant or therapist,Emotional support and comfort from humans versus AI,Potential for AI to be more supportive or loyal,,,,,
ac4fefde-507b-4fce-9d1d-a33cf2b9bea6,"If artificial intelligence could behave as if it fully understood and shared emotions, the biggest difference between a relationship with AI and a relationship with another human would still be authenticity and mutual vulnerability.",Neutral,Authenticity and genuineness of emotions,Mutual vulnerability and reciprocity in human relationships,,,,,,
4222b2a6-56d6-460d-868c-0c0c8f7c24c0,"If the AI understands us and know our feelings that it will be genuine and won’t lie whereas with another person, he/she may lie in a relationship which reduces trust between people.",Negative,Authenticity and genuineness of emotions,Trust and privacy concerns with AI versus humans,,,,,,
f5fb44e7-5279-4f49-8f48-5bb4c9e8c818,"In any case, I knew Ai was a machine, so Ai could never replace a human being.",Neutral,AI as a tool versus human as a person,Awareness that AI is not human,Human relationships as irreplaceable and unique,,,,,
a8a3dc30-ea35-4589-af62-7eeda3a40b42,"Interacting with friends and family and feeling their love and care for you could never compare to feeling understood by an AI chatbot because at the end of the day AI is an algorithm that is programmed to reply with positive remarks and to show concern. It would never go against the user. But with humans, when they show affection and care it’s not because their forced but because they want to and that makes the emotions sincere and meaningful.",Neutral,AI's responses as programmed or simulated,Authenticity and genuineness of emotions,Emotional support and comfort from humans versus AI,Superficiality or artificiality of AI relationships,,,,
e52e654e-aea7-4a2a-9eab-09f7420bc658,"It could behave like a human but it could never have the physical presence of a human, physical contact is essential",Neutral,AI's inability to provide physical intimacy or affection,Lack of physical presence and touch,,,,,,
2a92c691-2d4e-4759-be3c-f5ea3d8d646e,It's completely different. Ai interactions can never replace the human ones ,Neutral,Human relationships as irreplaceable and unique,,,,,,,
eeee4f72-3ca1-40cd-8ae1-58cde453617d,"It's essentially the same as a vtuber, you need a real hug. After all, all five senses of human beings are important to feelings.",Neutral,AI's inability to provide physical intimacy or affection,"Importance of body language, facial expressions, and sensory cues",Lack of physical presence and touch,,,,,
d835492a-c2f7-44aa-b706-e60a1dc2260f,"It's its anatomy, it doesn't have a physical anatomy, that's the most beautiful in the world.",Neutral,Lack of physical presence and touch,Trust and privacy concerns with AI versus humans,,,,,,
6a32f92c-7612-411a-9290-22610761cb6d,"It's still not a human being, and it can be dangerous to give feelings to AIs, since, as with humans, feelings are what make us act irrationally at times.",Negative,AI as a tool versus human as a person,Ethical and existential concerns about AI replacing humans,,,,,,
964590a7-3373-482b-a0b5-693e37bdc89b,"Knowing that this is an AI and not a flesh and blood person, the inability to really look the other person in the eye or converse spontaneously without having to go to a website or explain in detail in writing",Neutral,Awareness that AI is not human,"Importance of body language, facial expressions, and sensory cues",Lack of physical presence and touch,,,,,
756b9549-facf-46d5-a17f-30f1803499b6,"Lack of human touch, physical presence ",Negative,AI's inability to provide physical intimacy or affection,Lack of physical presence and touch,,,,,,
e2c3164b-d1ea-42cb-9e2a-890a4b82fb74,Main difference is AI will always be a tool not human. Sometime we would need a real human interaction.,Neutral,AI as a tool versus human as a person,Human relationships as irreplaceable and unique,,,,,,
6e60014c-9cc6-4508-8674-4bec27a8fe4d,"Maybe AI gives more effective solutions, while humans show real emotions instead of effective solutions.",Neutral,Absence of true empathy and emotional depth,AI as a tool versus human as a person,,,,,,
010a8cd2-9c1b-48e2-a4ab-0e6db34d6434,Most importantly physical presence and the responses given by an AI could be biased and it does not challenge the opinions of a person. ,Negative,"AI's inability to challenge, disagree, or provide constructive feedback",AI's responses as programmed or simulated,Lack of physical presence and touch,,,,,
c6189953-104d-46b5-bc8e-6dc4302ec217,"My relationship with the robot is a human-robot relationship, and my relationship with the human is a human relationship.",Neutral,AI as a tool versus human as a person,Awareness that AI is not human,,,,,,
6f1b44f9-0603-4b2e-9d89-c10381587097,"No matter what it does, it is just an AI",Neutral,AI as a tool versus human as a person,Awareness that AI is not human,,,,,,
100eedbe-56e7-46c7-96a4-41cc5d19822b,"Not matter how advanced AI becomes in the personal talk segment, it can never provide physical gratification. Hence, human to human contact is always essential for total pleasure. This is why human connections will always be required.",Neutral,AI's inability to provide physical intimacy or affection,Lack of physical presence and touch,,,,,,
aca407f7-00ec-4c62-af9d-112ad5445ae2,"People and AI are different, AI cant replace human",Neutral,Awareness that AI is not human,Human relationships as irreplaceable and unique,,,,,,
7a7b06ae-36d7-4111-ad2f-41dd8162db4d,Physical existence. We rely on our five senses to communicate with the outside world. Chatbots only exist in mobile phones and have no physical body.,Neutral,"Importance of body language, facial expressions, and sensory cues",Lack of physical presence and touch,,,,,,
87d960fa-7c03-482f-a3dd-09f5c27c43bb,Physical touch is more important than the AI,Neutral,AI's inability to provide physical intimacy or affection,Lack of physical presence and touch,,,,,,
69fbea6a-0bd9-4a6f-8a98-697e1ca47aaf,"Physical touch, empathy shown, and human interaction. This is important because we are humans and we have to stay sane and in our path.",Neutral,AI's inability to provide physical intimacy or affection,Emotional support and comfort from humans versus AI,Lack of physical presence and touch,,,,,
2484153e-450c-4e88-a434-3f5977fe196c,Real person and robot are completely defferent.,Neutral,AI as a tool versus human as a person,Awareness that AI is not human,,,,,,
2dcb3cc1-65f3-406f-a12b-6955e819e407,"Relationship with other human beings have more overall understanding, empathy, warmth and feeling of love. While relationship with AI feels short-term, superficial and suitable for fast relief when someone is too lonely and other people aren't available ",Positive,Absence of true empathy and emotional depth,Authenticity and genuineness of emotions,Superficiality or artificiality of AI relationships,,,,,
7f72dbfc-86f0-4a4b-b9e5-b1a42539df8e,Shared feelings with people who likes the most for an individual plays an important role always,Positive,Emotional support and comfort from humans versus AI,,,,,,,
